Sample,Organ,Histo,Bulk_phenotype,Site,Original_ID,Project_ID
PD53943o_lo0105,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0106,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0107,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0108,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0124,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0265,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0266,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0267,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0057,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0314,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0116,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0117,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0118,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0120,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0121,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0122,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0123,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0052,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0053,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0054,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0055,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0313,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0086,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0270,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0271,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0085,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0263,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0087,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0088,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0051,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0073,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0264,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0310,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0312,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0272,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0269,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0255,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0274,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0049,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0050,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0273,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943p_lo0064,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0063,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0061,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0005,Left_lung,Simple tubule structure,Lung,Left,lung left,2855
PD53943p_lo0058,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0062,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0052,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0059,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0060,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0065,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0080,LUNG PD53943p_B1-C2-S2-3,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0057,LUNG PD53943p_B1-C2-S4-5,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0001,Left_lung,Simple tubule structure,Lung,Left,lung left,2855
PD53943p_lo0078,LUNG PD53943p_B1-C2-S2-3,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0077,LUNG PD53943p_B1-C2-S2-3,Simple tubule structure,Lung,Left,lung left,3137
PD53943p_lo0076,LUNG PD53943p_B1-C2-S2-3,Simple tubule structure,Lung,Left,lung left,3137
PD53943q_lo0005,Right_lung,Simple tubule structure,Lung,Right,lung right,2855
PD53943q_lo0001,Right_lung,Simple tubule structure,Lung,Right,lung right,2855
PD53943q_lo0019,Lung,Simple tubule structure,Lung,Right,lung right,3186
PD53943p_lo0067,LUNG PD53943p_B1-C2-S2-3,Mesenchymal stroma,Lung,Left,lung left,3137
PD53943p_lo0069,LUNG PD53943p_B1-C2-S4-5,Mesenchymal stroma,Lung,Left,lung left,3137
PD53943p_lo0010,Left_lung,Mesenchymal stroma,Lung,Left,lung left,2855
PD53943p_lo0011,Left_lung,Mesenchymal stroma,Lung,Left,lung left,2855
PD53943p_lo0072,LUNG PD53943p_B1-C2-S4-5,Mesenchymal stroma,Lung,Left,lung left,3137
PD53943p_lo0070,LUNG PD53943p_B1-C2-S4-5,Mesenchymal stroma,Lung,Left,lung left,3137
PD53943q_lo0010,Right_lung,Mesenchymal stroma,Lung,Right,lung right,2855
PD53943q_lo0011,Right_lung,Mesenchymal stroma,Lung,Right,lung right,2855
PD53943q_lo0012,Right_lung,Mesenchymal stroma,Lung,Right,lung right,2855
PD53943q_lo0008,Right_lung,Mesenchymal stroma,Lung,Right,lung right,2855
PD53943r_lo0021,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0020,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0018,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0015,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0024,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0019,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0017,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0014,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0022,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0004,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,2855
PD53943r_lo0006,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,2855
PD53943r_lo0016,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943r_lo0005,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,2855
PD53943r_lo0013,Gonad parenchyma - Right gonad,Gonadal parenchyma,Gonad,Right,gonad right,3254
PD53943g_lo0036,Bone,Cartilage,Ribcage,Front right,ribcage front right,3186
PD53943g_lo0027,Bone,Skeletal muscle,Ribcage,Front right,ribcage front right,3137
PD53943g_lo0032,Bone,Cartilage,Ribcage,Front right,ribcage front right,3137
PD53943g_lo0037,Bone,Skeletal muscle,Ribcage,Front right,ribcage front right,3186
PD53943k_lo0019,Left_ribcage,Cartilage,Ribcage,Front left,ribcage front left ,2855
PD53943k_lo0029,Bone,Cartilage,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0030,Bone,Cartilage,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0031,Bone,Skeletal muscle,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0023,Left_ribcage,Cartilage,Ribcage,Front left,ribcage front left ,2855
PD53943k_lo0033,Bone,Skeletal muscle,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0034,Bone,Skeletal muscle,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0035,Bone,Skeletal muscle,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0037,Bone,Cartilage,Ribcage,Front left,ribcage front left ,3186
PD53943k_lo0038,Bone,Cartilage,Ribcage,Front left,ribcage front left ,3186
PD53943t_lo0023,PANCREAS PD53943t_B1-C2-S2-3,Tubular structure,Pancreas,Pancreas,pancreas,3137
PD53943t_lo0017,PANCREAS PD53943t_B1-C2-S2-3,Glandular structure,Pancreas,Pancreas,pancreas,3137
PD53943t_lo0014,Pancreas,Tubular structure,Pancreas,Pancreas,pancreas,2855
PD53943t_lo0020,PANCREAS PD53943t_B1-C2-S2-3,Glandular structure,Pancreas,Pancreas,pancreas,3137
PD53943u_lo0003,Left_gonad,Gonadal parenchyma,Gonad,Left,gonad left,2855
PD53943u_lo0002,Left_gonad,Gonadal parenchyma,Gonad,Left,gonad left,2855
PD53943w_lo0230,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0229,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0228,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0227,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0226,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0225,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0224,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0223,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0221,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0220,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0219,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0218,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0217,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0216,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0215,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0280,HEART PD53943V B1-C2-S60-61,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0257,HEART PD53943V B1-C2-S54-55,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0255,HEART PD53943V B1-C2-S54-55,Right ventricle,Heart,Heart,Heart,3254
PD53943v_lo0242,HEART PD53943V B1-C2-S52-53,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0240,HEART PD53943V B1-C2-S52-53,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0239,HEART PD53943V B1-C2-S52-53,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0224,HEART PD53943V B1-C2-S38-39,Right trabeculae,Heart,Heart,Heart,3254
PD53943v_lo0223,HEART PD53943V B1-C2-S36-37,Apex,Heart,Heart,Heart,3254
PD53943v_lo0222,HEART PD53943V B1-C2-S36-37,Apex,Heart,Heart,Heart,3254
PD53943v_lo0215,HEART PD53943V B1-C2-S36-37,Apex,Heart,Heart,Heart,3254
PD53943v_lo0206,HEART PD53943V B1-C2-S32-33,Left trabeculae,Heart,Heart,Heart,3254
PD53943v_lo0201,HEART PD53943V B1-C2-S30-31,Apex,Heart,Heart,Heart,3254
PD53943v_lo0173,HEART PD53943V B1-C2-S26-27,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0172,HEART PD53943V B1-C2-S26-27,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0160,HEART PD53943V B1-C2-S24-25,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0158,HEART PD53943V B1-C2-S24-25,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0157,HEART PD53943V B1-C2-S24-25,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0155,HEART PD53943V B1-C2-S24-25,Left ventricle,Heart,Heart,Heart,3254
PD53943v_lo0153,HEART PD53943V B1-C2-S24-25,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0152,HEART PD53943V B1-C2-S24-25,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0151,HEART PD53943V B1-C2-S24-25,Right IVS,Heart,Heart,Heart,3254
PD53943v_lo0150,HEART PD53943V B1-C2-S24-25,Right IVS,Heart,Heart,Heart,3254
PD53943v_lo0149,HEART PD53943V B1-C2-S24-25,Right ventricle,Heart,Heart,Heart,3254
PD53943v_lo0148,HEART PD53943V B1-C2-S24-25,Right ventricle,Heart,Heart,Heart,3254
PD53943v_lo0147,HEART PD53943V B1-C2-S24-25,Right ventricle,Heart,Heart,Heart,3254
PD53943v_lo0143,HEART PD53943V B1-C2-S10-11,DMP,Heart,Heart,Heart,3254
PD53943v_lo0141,HEART PD53943V B1-C2-S10-11,DMP,Heart,Heart,Heart,3254
PD53943v_lo0138,HEART PD53943V B1-C2-S10-11,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0137,HEART PD53943V B1-C2-S10-11,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0136,HEART PD53943V B1-C2-S10-11,Right IVS,Heart,Heart,Heart,3254
PD53943v_lo0135,HEART PD53943V B1-C2-S10-11,RIGHT IVS,Heart,Heart,Heart,3254
PD53943v_lo0134,HEART PD53943V B1-C2-S10-11,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0133,HEART PD53943V B1-C2-S10-11,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0132,HEART PD53943V B1-C2-S10-11,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0131,HEART PD53943V B1-C2-S10-11,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0130,HEART PD53943V B1-C2-S10-11,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0129,HEART PD53943V B1-C2-S10-11,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0128,HEART PD53943V B1-C2-S8-9,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0127,HEART PD53943V B1-C2-S8-9,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0126,HEART PD53943V B1-C2-S8-9,Right IVS,Heart,Heart,Heart,3254
PD53943v_lo0125,HEART PD53943V B1-C2-S8-9,RIGHT IVS,Heart,Heart,Heart,3254
PD53943v_lo0123,HEART PD53943V B1-C2-S8-9,Left atria,Heart,Heart,Heart,3254
PD53943v_lo0122,HEART PD53943V B1-C2-S8-9,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0120,HEART PD53943V B1-C2-S8-9,DMP,Heart,Heart,Heart,3254
PD53943v_lo0119,HEART PD53943V B1-C2-S8-9,DMP,Heart,Heart,Heart,3254
PD53943v_lo0118,HEART PD53943V B1-C2-S8-9,DMP,Heart,Heart,Heart,3254
PD53943v_lo0117,HEART PD53943V B1-C2-S8-9,DMP,Heart,Heart,Heart,3254
PD53943v_lo0116,HEART PD53943V B1-C2-S8-9,DMP,Heart,Heart,Heart,3254
PD53943v_lo0114,HEART PD53943V B1-C2-S8-9,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0113,HEART PD53943V B1-C2-S8-9,Right IVS,Heart,Heart,Heart,3254
PD53943v_lo0112,HEART PD53943V B1-C2-S8-9,RIGHT IVS,Heart,Heart,Heart,3254
PD53943v_lo0111,HEART PD53943V B1-C2-S8-9,Left atria,Heart,Heart,Heart,3254
PD53943v_lo0108,HEART PD53943V B1-C2-S8-9,Left atria,Heart,Heart,Heart,3254
PD53943v_lo0106,HEART PD53943V B1-C2-S8-9,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0104,HEART PD53943V B1-C2-S8-9,Aorta,Heart,Heart,Heart,3254
PD53943v_lo0103,HEART PD53943V B1-C2-S8-9,Aorta,Heart,Heart,Heart,3254
PD53943v_lo0102,HEART PD53943V B1-C2-S8-9,Aorta,Heart,Heart,Heart,3254
PD53943v_lo0101,HEART PD53943V B1-C2-S8-9,Aorta,Heart,Heart,Heart,3254
PD53943v_lo0100,HEART PD53943V B1-C2-S8-9,Aorta,Heart,Heart,Heart,3254
PD53943v_lo0099,HEART PD53943V B1-C2-S8-9,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0098,HEART PD53943V B1-C2-S8-9,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0097,HEART PD53943V B1-C2-S6-7,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0096,HEART PD53943V B1-C2-S6-7,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0095,HEART PD53943V B1-C2-S6-7,Right IVS,Heart,Heart,Heart,3254
PD53943v_lo0094,HEART PD53943V B1-C2-S6-7,RIGHT IVS,Heart,Heart,Heart,3254
PD53943v_lo0093,HEART PD53943V B1-C2-S6-7,Left atria,Heart,Heart,Heart,3254
PD53943v_lo0091,HEART PD53943V B1-C2-S6-7,Left atria,Heart,Heart,Heart,3254
PD53943v_lo0088,HEART PD53943V B1-C2-S6-7,Aorta,Heart,Heart,Heart,3254
PD53943v_lo0085,HEART PD53943V B1-C2-S6-7,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0083,HEART PD53943V B1-C2-S6-7,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0082,HEART PD53943V B1-C2-S6-7,Left IVS,Heart,Heart,Heart,3254
PD53943v_lo0080,HEART PD53943V B1-C2-S6-7,RIGHT IVS,Heart,Heart,Heart,3254
PD53943v_lo0079,HEART PD53943V B1-C2-S6-7,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0078,HEART PD53943V B1-C2-S6-7,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0077,HEART PD53943V B1-C2-S6-7,Pulmonary trunk,Heart,Heart,Heart,3254
PD53943v_lo0076,HEART PD53943V B1-C2-S6-7,Arotic valve,Heart,Heart,Heart,3254
PD53943v_lo0071,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0070,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0069,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0068,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0067,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0066,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0065,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0064,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0063,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0062,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0061,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0060,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0059,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0058,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0054,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0053,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0052,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0051,HEART PD53943v B1-C2-4-5,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0050,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0049,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0048,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0047,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0045,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0044,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0043,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0042,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0040,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0039,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0037,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0035,Heart PD53943v B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0034,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0033,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0054,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0051,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0049,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0050,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0052,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0053,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0196,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0198,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0005,Right_kidney,Definitive zone,Kidney,Right,kidney right,2855
PD53943w_lo0047,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0004,Right_kidney,Definitive zone,Kidney,Right,kidney right,2855
PD53943w_lo0167,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0086,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0006,Right_kidney,Fetal zone,Kidney,Right,kidney right,2855
PD53943w_lo0007,Right_kidney,Fetal zone,Kidney,Right,kidney right,2855
PD53943w_lo0201,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0176,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943v_lo0032,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0029,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0026,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0033,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0034,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0081,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0048,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0083,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0084,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0087,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0082,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0090,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0254,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0028,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0091,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0094,KIDNEY PD53943w B1-C2-S2-3,Primitive tubule,Kidney,Right,kidney right,3137
PD53943w_lo0097,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0098,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0099,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0199,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0200,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0104,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0085,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0089,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0253,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
